Time,Tau_X,Tau_Y,Tau_Z
8.95809224739959,-0.0002027752645735,7.45078859166284e-05,0.000127070137023521
8.95909224739959,-0.0002027679415758,7.45102423164359e-05,0.000127069398819186
8.96009224739959,-0.00020276065680486,7.45125603451785e-05,0.000127068859893938
8.96109224739959,-0.000202753411325751,7.45148403202892e-05,0.000127068517676866
8.96209224739959,-0.000202746206178323,7.4517082401745e-05,0.000127068369550095
8.96309224739958,-0.000202739042336372,7.45192867559364e-05,0.000127068412992409
8.96409224739958,-0.000202731920759266,7.45214536007653e-05,0.000127068645335201
8.96509224739958,-0.000202724842403369,7.45235830788351e-05,0.000127069063937445
8.96609224739958,-0.000202717808143782,7.45256752700372e-05,0.000127069666200456
8.96709224739958,-0.000202710818881624,7.452773035746e-05,0.000127070449467811
8.96809224739958,-0.000202703875429685,7.45297484112746e-05,0.000127071411039096
8.96909224739958,-0.000202696978656677,7.45317295017944e-05,0.000127072548237526
8.97009224739958,-0.00020269012931433,7.45336737254876e-05,0.000127073858422716
8.97109224739958,-0.000202683328166614,7.4535581127511e-05,0.000127075338824384
8.97209224739958,-0.000202676575917452,7.45374516749955e-05,0.000127076986721571
8.97309224739958,-0.00020266987331052,7.45392854763434e-05,0.000127078799364171
8.97409224739958,-0.000202663220993583,7.45410825467384e-05,0.000127080773974674
8.97509224739958,-0.000202656619609434,7.45428427728396e-05,0.000127082907792936
8.97609224739958,-0.000202650069786206,7.45445662308716e-05,0.000127085198006605
8.97709224739958,-0.000202643572102358,7.45462528490674e-05,0.000127087641825572
8.97809224739958,-0.000202637127138221,7.45479026031148e-05,0.000127090236345807
8.97909224739958,-0.000202630735414543,7.45495154646405e-05,0.000127092978810784
8.98009224739958,-0.000202624397490571,7.45510913978479e-05,0.000127095866294859
8.98109224739957,-0.000202618113820483,7.45526302812713e-05,0.000127098895996105
8.98209224739957,-0.000202611884835598,7.45541320307564e-05,0.000127102064948094
8.98309224739957,-0.000202605710973127,7.45555966703428e-05,0.000127105370261111
8.98409224739957,-0.000202599592662113,7.45570240248629e-05,0.000127108809010509
8.98509224739957,-0.000202593530302142,7.45584140743168e-05,0.00012711237827411
8.98609224739957,-0.000202587524234353,7.45597667465959e-05,0.000127116075127671
8.98709224739957,-0.00020258157479806,7.45610819088732e-05,0.00012711989660893
8.98809224739957,-0.000202575682351687,7.45623595665443e-05,0.000127123839742638
8.98909224739957,-0.000202569847125838,7.45635996240406e-05,0.000127127901597703
8.99009224739957,-0.000202564069434696,7.45648019738745e-05,0.000127132079186199
8.99109224739957,-0.000202558349547625,7.45659665813906e-05,0.000127136369549571
8.99209224739957,-0.000202552687623776,7.45670933623901e-05,0.000127140769710884
8.99309224739957,-0.000202547083927983,7.45681823590596e-05,0.000127145276658347
8.99409224739957,-0.000202541538613645,7.45692334484843e-05,0.000127149887449471
8.99509224739957,-0.000202536051898434,7.45702466670707e-05,0.000127154599067319
